"","gene_type","gene_name"
"325471","protein_coding","MSH4"
"325517","protein_coding","ASB17"
"325897","protein_coding","ST6GALNAC3"
"325952","protein_coding","ST6GALNAC5"
"326034","protein_coding","PIGK"
"326409","protein_coding","AK5"
"326573","protein_coding","ZZZ3"
"327242","protein_coding","USP33"
"328662","protein_coding","MIGA1"
"329914","protein_coding","NEXN"
"330224","protein_coding","FUBP1"
"331319","protein_coding","DNAJB4"
"331478","protein_coding","GIPC2"
"331654","protein_coding","PTGFR"
"331755","protein_coding","IFI44L"
"332191","protein_coding","IFI44"
"332394","protein_coding","ADGRL4"
"333225","protein_coding","ADGRL2"
"337535","protein_coding","TTLL7"
"337993","protein_coding","PRKACB"
"338502","protein_coding","SAMD13"
"338651","protein_coding","DNASE2B"
"338686","protein_coding","RPF1"
"338811","protein_coding","GNG5"
"338882","protein_coding","SPATA1"
"339026","protein_coding","CTBS"
"339257","protein_coding","SSX2IP"
"340201","protein_coding","LPAR3"
"340348","protein_coding","MCOLN2"
"340656","protein_coding","DNAI3"
"340930","protein_coding","MCOLN3"
"341612","protein_coding","SYDE2"
"341675","protein_coding","C1orf52"
"341723","protein_coding","BCL10"
"341792","protein_coding","DDAH1"
"341923","protein_coding","CCN1"
"342084","protein_coding","ZNHIT6"
"342164","protein_coding","COL24A1"
"342464","protein_coding","ODF2L"
"343543","protein_coding","CLCA2"
"343586","protein_coding","CLCA1"
"343997","protein_coding","CLCA4"
"344489","protein_coding","SH3GLB1"
"344821","protein_coding","SELENOF"
"344913","protein_coding","HS2ST1"
"345041","protein_coding","ENSG00000267561"
"345333","protein_coding","LMO4"
"346258","protein_coding","PKN2"
"346797","protein_coding","GTF2B"
"346915","protein_coding","KYAT3"
"347016","protein_coding","RBMXL1"
"347082","protein_coding","GBP3"
"347376","protein_coding","GBP1"
"347652","protein_coding","GBP2"
"347990","protein_coding","GBP7"
"348162","protein_coding","GBP4"
"348243","protein_coding","GBP5"
"348433","protein_coding","GBP6"
"348560","protein_coding","LRRC8B"
"348673","protein_coding","ENSG00000288629"
"348787","protein_coding","LRRC8C"
"348831","protein_coding","ENSG00000271949"
"348859","protein_coding","LRRC8D"
"349308","protein_coding","ZNF326"
"349730","protein_coding","BARHL2"
"349974","protein_coding","ZNF644"
"350179","protein_coding","HFM1"
"350426","protein_coding","CDC7"
"350990","protein_coding","TGFBR3"
"351943","protein_coding","BRDT"
"352404","protein_coding","EPHX4"
"352447","protein_coding","SETSIP"
"352454","protein_coding","BTBD8"
"352624","protein_coding","C1orf146"
"352664","protein_coding","GLMN"
"353235","protein_coding","RPAP2"
"353560","protein_coding","GFI1"
"353693","protein_coding","EVI5"
"354886","protein_coding","RPL5"
"355216","protein_coding","DIPK1A"
"355362","protein_coding","MTF2"
"355755","protein_coding","TMED5"
"355885","protein_coding","CCDC18"
"357081","protein_coding","DR1"
"357131","protein_coding","FNBP1L"
"357516","protein_coding","BCAR3"
"358127","protein_coding","DNTTIP2"
"358195","protein_coding","GCLM"
"358390","protein_coding","ABCA4"
"358572","protein_coding","ARHGAP29"
"359253","protein_coding","ABCD3"
"360253","protein_coding","F3"
"360673","protein_coding","SLC44A3"
"361313","protein_coding","CNN3"
"361691","protein_coding","ALG14"
"361739","protein_coding","TLCD4"
"362028","protein_coding","TLCD4-RWDD3"
"362092","protein_coding","RWDD3"
"362734","protein_coding","PTBP2"
"363492","protein_coding","DPYD"
"364246","protein_coding","SNX7"
"364476","protein_coding","PLPPR5"
"364628","protein_coding","PLPPR4"
"364772","protein_coding","PALMD"
"364930","protein_coding","FRRS1"
"365065","protein_coding","AGL"
"366779","protein_coding","SLC35A3"
"367490","protein_coding","ENSG00000283761"
"367809","protein_coding","MFSD14A"
"368199","protein_coding","SASS6"
"368259","protein_coding","TRMT13"
"368370","protein_coding","LRRC39"
"368599","protein_coding","DBT"
"368866","protein_coding","RTCA"
"369134","protein_coding","CDC14A"
"369716","protein_coding","GPR88"
"369756","protein_coding","VCAM1"
"369937","protein_coding","EXTL2"
"370215","protein_coding","SLC30A7"
"370330","protein_coding","DPH5"
"371194","protein_coding","S1PR1"
"371502","protein_coding","OLFM3"
"371684","protein_coding","COL11A1"
"373049","protein_coding","RNPC3"
"373664","protein_coding","AMY2B"
"373787","protein_coding","AMY2A"
"373832","protein_coding","AMY1A"
"374052","protein_coding","AMY1B"
"374327","protein_coding","AMY1C"
"375069","protein_coding","PRMT6"
"375089","protein_coding","NTNG1"
"375260","protein_coding","VAV3"
"375745","protein_coding","SLC25A24"
"375988","protein_coding","NBPF4"
"376316","protein_coding","NBPF6"
"376430","protein_coding","EEIG2"
"376644","protein_coding","HENMT1"
"376904","protein_coding","PRPF38B"
"376978","protein_coding","FNDC7"
"377060","protein_coding","STXBP3"
"377566","protein_coding","AKNAD1"
"377804","protein_coding","GPSM2"
"378813","protein_coding","CLCC1"
"383052","protein_coding","WDR47"
"383562","protein_coding","TAF13"
"383607","protein_coding","TMEM167B"
"383681","protein_coding","CFAP276"
"383767","protein_coding","ELAPOR1"
"384298","protein_coding","SARS1"
"384842","protein_coding","CELSR2"
"384936","protein_coding","PSRC1"
"385807","protein_coding","MYBPHL"
"385975","protein_coding","SORT1"
"386706","protein_coding","PSMA5"
"386917","protein_coding","SYPL2"
"386970","protein_coding","ATXN7L2"
"387231","protein_coding","CYB561D1"
"387346","protein_coding","AMIGO1"
"387381","protein_coding","GPR61"
"387460","protein_coding","GNAI3"
"387626","protein_coding","GNAT2"
"387755","protein_coding","AMPD2"
"389330","protein_coding","GSTM4"
"389558","protein_coding","GSTM2"
"389894","protein_coding","GSTM1"
"390136","protein_coding","GSTM5"
"390395","protein_coding","GSTM3"
"390502","protein_coding","EPS8L3"
"391448","protein_coding","CSF1"
"391788","protein_coding","AHCYL1"
"392190","protein_coding","STRIP1"
"392857","protein_coding","ALX3"
"392994","protein_coding","UBL4B"
"393002","protein_coding","SLC6A17"
"393176","protein_coding","KCNC4"
"393391","protein_coding","RBM15"
"393870","protein_coding","SLC16A4"
"394162","protein_coding","LAMTOR5"
"394253","protein_coding","PROK1"
"394452","protein_coding","KCNA10"
"394460","protein_coding","KCNA2"
"394683","protein_coding","KCNA3"
"394773","protein_coding","CD53"
"395171","protein_coding","LRIF1"
"395231","protein_coding","DRAM2"
"396631","protein_coding","CEPT1"
"397071","protein_coding","DENND2D"
"397215","protein_coding","CHI3L2"
"397637","protein_coding","CHIA"
"397883","protein_coding","CIMAP3"
"397985","protein_coding","OVGP1"
"398083","protein_coding","WDR77"
"398150","protein_coding","ATP5PB"
"398309","protein_coding","C1orf162"
"398397","protein_coding","TMIGD3"
"398467","protein_coding","ADORA3"
"398492","protein_coding","RAP1A"
"399337","protein_coding","INKA2"
"399402","protein_coding","DDX20"
"399777","protein_coding","KCND3"
"400247","protein_coding","CTTNBP2NL"
"400446","protein_coding","WNT2B"
"400564","protein_coding","ST7L"
"401647","protein_coding","CAPZA1"
"401915","protein_coding","MOV10"
"403114","protein_coding","RHOC"
"404073","protein_coding","ENSG00000271810"
"404135","protein_coding","PPM1J"
"404335","protein_coding","TAFA3"
"404722","protein_coding","SLC16A1"
"405066","protein_coding","LRIG2"
"405415","protein_coding","MAGI3"
"405766","protein_coding","PHTF1"
"406289","protein_coding","RSBN1"
"406465","protein_coding","PTPN22"
"407241","protein_coding","BCL2L15"
"407288","protein_coding","AP4B1"
"408385","protein_coding","DCLRE1B"
"408532","protein_coding","HIPK1"
"409193","protein_coding","OLFML3"
"409284","protein_coding","SYT6"
"409468","protein_coding","TRIM33"
"410007","protein_coding","BCAS2"
"410123","protein_coding","DENND2C"
"410376","protein_coding","AMPD1"
"410515","protein_coding","NRAS"
"410590","protein_coding","CSDE1"
"417589","protein_coding","SIKE1"
"417716","protein_coding","SYCP1"
"418091","protein_coding","TSHB"
"418103","protein_coding","TSPAN2"
"418423","protein_coding","NGF"
"418667","protein_coding","VANGL1"
"418886","protein_coding","CASQ2"
"419187","protein_coding","NHLH2"
"419471","protein_coding","SLC22A15"
"419592","protein_coding","MAB21L3"
"419805","protein_coding","ATP1A1"
"420733","protein_coding","CD58"
"420829","protein_coding","IGSF3"
"421018","protein_coding","CD2"
"421124","protein_coding","PTGFRN"
"421189","protein_coding","CD101"
"421453","protein_coding","TTF2"
"421910","protein_coding","TRIM45"
"421991","protein_coding","VTCN1"
"422169","protein_coding","MAN1A2"
"422300","protein_coding","TENT5C"
"422410","protein_coding","GDAP2"
"422637","protein_coding","WDR3"
"423152","protein_coding","SPAG17"
"423427","protein_coding","TBX15"
"423514","protein_coding","WARS2"
"423837","protein_coding","HAO2"
"424575","protein_coding","HSD3B2"
"424765","protein_coding","HSD3B1"
"424853","protein_coding","ZNF697"
"424880","protein_coding","PHGDH"
"425569","protein_coding","HMGCS2"
"426054","protein_coding","REG4"
"426195","protein_coding","ADAM30"
"426203","protein_coding","NOTCH2"
"426539","protein_coding","SEC22B"
"427307","protein_coding","NBPF8"
"427810","protein_coding","NOTCH2NLR"
"427839","protein_coding","NBPF26"
"428233","protein_coding","PPIAL4A"
"429589","protein_coding","FAM72B"
"429679","protein_coding","SRGAP2C"
"430827","protein_coding","H3-7"
"430863","protein_coding","FAM72C"
"431184","protein_coding","PPIAL4E"
"431226","protein_coding","NBPF15"
"434443","protein_coding","PPIAL4F"
"434663","protein_coding","SRGAP2B"
"434870","protein_coding","FAM72D"
"435351","protein_coding","PPIAL4D"
"435384","protein_coding","NBPF20"
"436271","protein_coding","GPR89A"
"436821","protein_coding","PDZK1"
"437352","protein_coding","CD160"
"437523","protein_coding","RNF115"
"437601","protein_coding","POLR3C"
"438250","protein_coding","NUDT17"
"438369","protein_coding","PIAS3"
"438620","protein_coding","ANKRD35"
"438733","protein_coding","ITGA10"
"439114","protein_coding","PEX11B"
"439187","protein_coding","ENSG00000289565"
"439243","protein_coding","RBM8A"
"439468","protein_coding","ENSG00000280778"
"439487","protein_coding","LIX1L"
"439554","protein_coding","ANKRD34A"
"439597","protein_coding","POLR3GL"
"439716","protein_coding","TXNIP"
"439889","protein_coding","HJV"
"440075","protein_coding","NBPF10"
"440306","protein_coding","NOTCH2NLA"
"440806","protein_coding","PPIAL4H"
"441628","protein_coding","NBPF12"
"442215","protein_coding","PRKAB2"
"442392","protein_coding","FMO5"
"443106","protein_coding","CHD1L"
"445628","protein_coding","BCL9"
"445708","protein_coding","ENSG00000288626"
"445715","protein_coding","ACP6"
"446013","protein_coding","GJA5"
"446119","protein_coding","GJA8"
"446133","protein_coding","GPR89B"
"446900","protein_coding","NBPF11"
"450947","protein_coding","PPIAL4G"
"450958","protein_coding","NBPF14"
"451419","protein_coding","NOTCH2NLB"
"451518","protein_coding","NUDT4B"
"451553","protein_coding","PDE4DIP"
"453271","protein_coding","NBPF9"
"455973","protein_coding","NOTCH2NLC"
"456021","protein_coding","ENSG00000286185"
"456221","protein_coding","NBPF19"
"457710","protein_coding","PPIAL4C"
"457960","protein_coding","FCGR1A"
"458063","protein_coding","H2BC18"
"458123","protein_coding","H3C13"
"458131","protein_coding","H4C14"
"458166","protein_coding","H3C14"
"458183","protein_coding","H2AC18"
"458200","protein_coding","H2AC19"
"458215","protein_coding","H3C15"
"458223","protein_coding","H4C15"
"458252","protein_coding","H2BC21"
"458260","protein_coding","H2AC20"
"458268","protein_coding","H2AC21"
"458276","protein_coding","BOLA1"
"458325","protein_coding","SV2A"
"458543","protein_coding","SF3B4"
"458607","protein_coding","MTMR11"
"458874","protein_coding","OTUD7B"
"459352","protein_coding","VPS45"
"460794","protein_coding","PLEKHO1"
"460923","protein_coding","ANP32E"
"461199","protein_coding","CA14"
"461477","protein_coding","APH1A"
"461600","protein_coding","C1orf54"
"462143","protein_coding","CIART"
"462239","protein_coding","MRPS21"
"462396","protein_coding","PRPF3"
"462798","protein_coding","RPRD2"
"462960","protein_coding","TARS2"
"463875","protein_coding","ECM1"
"464206","protein_coding","ADAMTSL4"
"464774","protein_coding","MCL1"
"464881","protein_coding","ENSA"
"465156","protein_coding","GOLPH3L"
"465276","protein_coding","HORMAD1"
"465442","protein_coding","CTSS"
"465838","protein_coding","CTSK"
"466267","protein_coding","ARNT"
"467995","protein_coding","CTXND2"
"468036","protein_coding","SETDB1"
"468786","protein_coding","CERS2"
"469865","protein_coding","ANXA9"
"470585","protein_coding","MINDY1"
"471408","protein_coding","PRUNE1"
"471640","protein_coding","BNIPL"
"471792","protein_coding","C1orf56"
"471809","protein_coding","CDC42SE1"
"472171","protein_coding","MLLT11"
"472254","protein_coding","GABPB2"
"472760","protein_coding","SEMA6C"
"474138","protein_coding","TNFAIP8L2"
"474166","protein_coding","SCNM1"
"474319","protein_coding","LYSMD1"
"474342","protein_coding","TMOD4"
"474591","protein_coding","VPS72"
"474757","protein_coding","PIP5K1A"
"475866","protein_coding","PSMD4"
"476862","protein_coding","ZNF687"
"477224","protein_coding","PI4KB"
"478486","protein_coding","RFX5"
"479117","protein_coding","SELENBP1"
"479960","protein_coding","PSMB4"
"480056","protein_coding","POGZ"
"480579","protein_coding","CGN"
"481100","protein_coding","TUFT1"
"481439","protein_coding","SNX27"
"481871","protein_coding","CELF3"
"481998","protein_coding","RIIAD1"
"482066","protein_coding","MRPL9"
"482192","protein_coding","OAZ3"
"482315","protein_coding","TDRKH"
"483453","protein_coding","LINGO4"
"483463","protein_coding","RORC"
"483778","protein_coding","C2CD4D"
"483877","protein_coding","THEM5"
"483902","protein_coding","THEM4"
"484003","protein_coding","S100A10"
"484148","protein_coding","S100A11"
"484214","protein_coding","TCHHL1"
"484226","protein_coding","TCHH"
"484249","protein_coding","RPTN"
"484470","protein_coding","HRNR"
"484482","protein_coding","FLG"
"484494","protein_coding","FLG2"
"484509","protein_coding","CRNN"
"484521","protein_coding","LCE5A"
"484531","protein_coding","CRCT1"
"484541","protein_coding","LCE3E"
"484551","protein_coding","LCE3D"
"484561","protein_coding","LCE3C"
"484578","protein_coding","LCE3B"
"484585","protein_coding","LCE3A"
"484627","protein_coding","LCE2D"
"484637","protein_coding","LCE2C"
"484647","protein_coding","LCE2B"
"484657","protein_coding","LCE2A"
"484667","protein_coding","LCE4A"
"484677","protein_coding","KPLCE"
"484690","protein_coding","KPRP"
"484700","protein_coding","LCE1F"
"484710","protein_coding","LCE1E"
"484737","protein_coding","LCE1D"
"484747","protein_coding","LCE1C"
"484766","protein_coding","LCE1B"
"484774","protein_coding","LCE1A"
"484781","protein_coding","LCE6A"
"484791","protein_coding","LCE7A"
"484801","protein_coding","SMCP"
"484818","protein_coding","IVL"
"484832","protein_coding","SPRR5"
"484856","protein_coding","SPRR4"
"484866","protein_coding","SPRR1A"
"484885","protein_coding","SPRR3"
"484929","protein_coding","SPRR1B"
"484939","protein_coding","SPRR2D"
"484978","protein_coding","SPRR2A"
"484988","protein_coding","SPRR2B"
"485005","protein_coding","SPRR2E"
"485028","protein_coding","SPRR2F"
"485066","protein_coding","SPRR2G"
"485097","protein_coding","LELP1"
"485107","protein_coding","PRR9"
"485120","protein_coding","LORICRIN"
"485134","protein_coding","PGLYRP3"
"485179","protein_coding","PGLYRP4"
"485233","protein_coding","S100A9"
"485287","protein_coding","S100A12"
"485306","protein_coding","S100A8"
"485379","protein_coding","S100A7A"
"485419","protein_coding","S100A7"
"485498","protein_coding","S100A6"
"485719","protein_coding","S100A5"
"485753","protein_coding","S100A4"
"485942","protein_coding","S100A3"
"486011","protein_coding","S100A2"
"486168","protein_coding","S100A16"
"486486","protein_coding","S100A14"
"486573","protein_coding","S100A13"
"487162","protein_coding","S100A1"
"487234","protein_coding","CHTOP"
"487347","protein_coding","SNAPIN"
"487413","protein_coding","ILF2"
"487922","protein_coding","NPR1"
"488681","protein_coding","INTS3"
"489470","protein_coding","SLC27A3"
"489819","protein_coding","GATAD2B"
"490163","protein_coding","DENND4B"
"490982","protein_coding","CRTC2"
"491368","protein_coding","SLC39A1"
"491709","protein_coding","ENSG00000285779"
"491728","protein_coding","CREB3L4"
"492690","protein_coding","JTB"
"492770","protein_coding","ENSG00000285641"
"492803","protein_coding","RAB13"
"493033","protein_coding","RPS27"
"493130","protein_coding","NUP210L"
"493350","protein_coding","TPM3"
"493873","protein_coding","CFAP141"
"493887","protein_coding","C1orf43"
"494179","protein_coding","UBAP2L"
"496717","protein_coding","HAX1"
"497249","protein_coding","AQP10"
"497304","protein_coding","ATP8B2"
"497814","protein_coding","IL6R"
"498170","protein_coding","SHE"
"498242","protein_coding","TDRD10"
"498360","protein_coding","UBE2Q1"
"498642","protein_coding","CHRNB2"
"498711","protein_coding","ADAR"
"500034","protein_coding","KCNN3"
"500169","protein_coding","PMVK"
"500469","protein_coding","PBXIP1"
